Qualification Code;Phases Code;Phases Description;Subject Code;Subject Credits;Notional Hours;Periods per Topic;Subject Description;Topic Code;Topic Description;Assessment Criteria Number;Assesment Criteria Description;LPN;Lesson Plan Description ;Lesson Plan Content;Bibliography;Lecturer Actions;Learner Actions;Learning Aids
90420;652302001-KM-03;Machining Theory;KM-03-KT01;3,6;36;9;Principles, methods and techniques of fabrication ;KT0102;Speeds, feeds and cutting tools;AC 89;Explain how speeds and feeds are differentiated and how cutting speeds and feeds are calculated;LPN 96;Speeds, feeds and cutting tools;"Speeds, feeds, and cutting tools form the foundation of efficient machining operations. Apprentices must understand that cutting speed refers to the rate at which the cutting edge moves across the material surface, usually measured in metres per minute (m/min). Feed rate is the distance the tool advances per revolution or per minute, depending on the machine. Selecting the correct speed and feed ensures good surface finish, prevents tool wear, and maintains dimensional accuracy. Too high a speed can cause overheating and rapid tool failure, while too low a speed can lead to poor chip formation and excessive cutting forces.

Cutting tools are selected based on material type, machining operation, and required accuracy. Common tool materials include high‑speed steel (HSS), carbide, and ceramic inserts. Each material has specific advantages: HSS is versatile and affordable, carbide offers high wear resistance and can operate at higher speeds, and ceramics are used for high‑temperature, high‑speed applications. Apprentices must also understand tool geometry — including rake angle, clearance angle, and nose radius — as these influence chip flow, cutting forces, and surface finish. By mastering speeds, feeds, and tool selection, apprentices ensure efficient machining, longer tool life, and high‑quality components.";;"Follow the Lesson, Explain, Demonstrate, Verify Learner understanding, Practical Skills, Reflexivity
Summary Lesson. Highlight Key Points. Explain Workbook Exercises";"Pay Attention.
Take Notes
Ask when uncertain.
Mark topic in Learner Guide. Clarify Workbook Exercises. Clarify POE Content. Study after hours.
";"PowerPoint slides.
Learner Guides.
Workbook.
Videos.
Relevant Protective Clothing.
Signs and Symbols.
Mechanical parts and Components."
90420;652302001-KM-03;Machining Theory;KM-03-KT01;3,6;36;9;Principles, methods and techniques of fabrication ;KT0103;Taper systems and their applications;AC 90;Explain what is taper systems in mechanical engineering and how it is used;LPN 97;Taper systems and their applications;"Taper systems are essential in mechanical engineering because they allow components to locate, align, and secure themselves accurately through a gradually decreasing diameter. Apprentices must understand that tapers provide self‑centering, high clamping force, and repeatable positioning, making them critical in machining, assembly, and tool‑holding applications. A taper fits tightly when axial force is applied, creating frictional locking without the need for excessive torque or complex fastening systems.

Common taper systems include Morse tapers, used in drill presses and lathe tailstocks; Jacobs tapers, used for mounting drill chucks; Brown & Sharpe tapers, used in older milling machines; and ISO, R8, and CAT/V‑flange tapers, used in modern CNC tool holders. Each taper type has specific dimensions and angles that ensure compatibility with matching sockets or spindles. Apprentices must learn to identify taper sizes, inspect for wear, and ensure that mating surfaces are clean and undamaged to maintain accuracy and safety.

Taper systems are used for mounting cutting tools, aligning shafts, securing arbors, and ensuring concentric rotation in machine tools. Proper handling is essential: tapers must be seated firmly, removed using the correct drift keys or release mechanisms, and kept free from oil or debris that could cause slippage. By mastering taper systems and their applications, apprentices develop the ability to work confidently with machine tools, maintain accuracy in machining operations, and ensure safe tool‑holding practices.";;"Follow the Lesson, Explain, Demonstrate, Verify Learner understanding, Practical Skills, Reflexivity
Summary Lesson. Highlight Key Points. Explain Workbook Exercises";"Pay Attention.
Take Notes
Ask when uncertain.
Mark topic in Learner Guide. Clarify Workbook Exercises. Clarify POE Content. Study after hours.
";"PowerPoint slides.
Learner Guides.
Workbook.
Videos.
Relevant Protective Clothing.
Signs and Symbols.
Mechanical parts and Components."
90420;652302001-KM-03;Machining Theory;KM-03-KT01;3,6;36;9;Principles, methods and techniques of fabrication ;KT0104;Limit and fits;AC 91;Explain how imits and fits are read and interpreted in the fabrication methods of mechanical engineering;LPN 98;Limit and fits;"Limits and fits form the foundation of dimensional control in mechanical engineering, ensuring that mating components assemble correctly, function smoothly, and maintain reliability throughout their service life. Apprentices must understand that limits define the maximum and minimum permissible sizes of a component, while tolerances specify the allowable variation between these limits. These variations are unavoidable in manufacturing, and limits and fits provide a structured method to control them.

Engineering fits describe the relationship between a shaft and a hole, and are classified into three main categories:

Clearance fits, where the shaft is always smaller than the hole, allowing free movement.

Transition fits, where the shaft may be slightly smaller or slightly larger than the hole, allowing either a snug or light interference.

Interference fits, where the shaft is always larger than the hole, requiring force or heat to assemble the components.

The ISO system of limits and fits uses letter‑and‑number designations such as H7, g6, or P7, where the letter indicates the position of the tolerance zone relative to the nominal size, and the number indicates the tolerance grade. Apprentices must learn to interpret these designations on engineering drawings, calculate upper and lower limits, and determine whether a fit will result in clearance, transition, or interference. Understanding limits and fits ensures that components assemble correctly, operate smoothly, and maintain dimensional accuracy in mechanical systems.";;"Follow the Lesson, Explain, Demonstrate, Verify Learner understanding, Practical Skills, Reflexivity
Summary Lesson. Highlight Key Points. Explain Workbook Exercises";"Pay Attention.
Take Notes
Ask when uncertain.
Mark topic in Learner Guide. Clarify Workbook Exercises. Clarify POE Content. Study after hours.
";"PowerPoint slides.
Learner Guides.
Workbook.
Videos.
Relevant Protective Clothing.
Signs and Symbols.
Mechanical parts and Components."
90420;652302001-KM-03;Machining Theory;KM-03-KT02;10,8;108;15;Principles, techniques of machining work pieces with a centre lathe;KT0201;Working principles of a centre lathe;AC 92;Explain the working principles of a centre lathe;LPN 99;Working principles of a centre lathe;"The centre lathe is one of the most fundamental machine tools in mechanical engineering, used for producing cylindrical, tapered, threaded, and contoured components. Apprentices must understand that the working principle of a centre lathe is based on the controlled rotation of a workpiece against a stationary cutting tool. The workpiece is clamped in a chuck, faceplate, or between centres, and rotated by the spindle. Material is removed as the cutting tool advances into the rotating workpiece at a controlled feed rate and depth of cut.

A centre lathe consists of several key components that work together to ensure accurate machining. The headstock houses the spindle, gears, and speed‑selection mechanisms that control rotational speed. The tailstock supports long workpieces and can hold tools such as drills or reamers. The carriage assembly — including the saddle, cross‑slide, compound slide, and tool post — controls tool movement in longitudinal, cross, and angular directions. The lead screw and feed shaft enable automatic feed and thread cutting, ensuring consistent tool motion and accurate pitch formation.";;"Follow the Lesson, Explain, Demonstrate, Verify Learner understanding, Practical Skills, Reflexivity
Summary Lesson. Highlight Key Points. Explain Workbook Exercises";"Pay Attention.
Take Notes
Ask when uncertain.
Mark topic in Learner Guide. Clarify Workbook Exercises. Clarify POE Content. Study after hours.
";"PowerPoint slides.
Learner Guides.
Workbook.
Videos.
Relevant Protective Clothing.
Signs and Symbols.
Mechanical parts and Components."
90420;652302001-KM-03;Machining Theory;KM-03-KT02;10,8;108;15;Principles, techniques of machining work pieces with a centre lathe;KT0202;Terminology and components of a centre lathe;AC 93;Explain the components of a centre lathe;LPN 100;Terminology and components of a centre lathe;"A milling machine removes material by feeding a workpiece against a rotating multi‑tooth cutter. Apprentices must understand that the fundamental working principle is based on interrupted cutting, where each tooth of the cutter removes a small amount of material as it passes over the workpiece. This allows milling machines to perform a wide range of operations, including face milling, end milling, slotting, drilling, contouring, and gear cutting.

A milling machine consists of several key components that work together to ensure accurate machining. The spindle holds and rotates the cutter at controlled speeds. The table supports the workpiece and moves in three linear axes (X, Y, and Z) to position the material relative to the cutter. The knee, column, and saddle provide structural support and rigidity, ensuring stability during cutting. Feed mechanisms allow for manual or automatic movement of the table, enabling consistent and precise material removal.

Understanding milling principles also requires knowledge of cutter types and their applications. End mills, slot drills, face mills, and side‑and‑face cutters each have specific uses depending on the required operation. Cutter selection depends on material type, desired surface finish, and machining accuracy. Apprentices must also understand the importance of correct cutting speeds, feed rates, and depth of cut to prevent tool wear, chatter, and poor surface finish.

Safety is essential when operating a milling machine. Workpieces must be clamped securely using vices, clamps, or fixtures. Guards must be in place, and operators must avoid reaching near rotating cutters. By mastering the working principles of a milling machine, apprentices develop the ability to perform accurate machining operations, interpret engineering drawings, and produce components to precise tolerances.";;"Follow the Lesson, Explain, Demonstrate, Verify Learner understanding, Practical Skills, Reflexivity
Summary Lesson. Highlight Key Points. Explain Workbook Exercises";"Pay Attention.
Take Notes
Ask when uncertain.
Mark topic in Learner Guide. Clarify Workbook Exercises. Clarify POE Content. Study after hours.
";"PowerPoint slides.
Learner Guides.
Workbook.
Videos.
Relevant Protective Clothing.
Signs and Symbols.
Mechanical parts and Components."
90420;652302001-KM-03;Machining Theory;KM-03-KT02;10,8;108;15;Principles, techniques of machining work pieces with a centre lathe;KT0203;Internal and external turning procedures;AC 94;Explain what are the internal and external procedures of a centre lathe;LPN 101;Internal and external turning procedures;Turning is the primary operation performed on a centre lathe, involving the removal of material from a rotating workpiece using a stationary cutting tool. External turning reduces the outside diameter, while internal turning (boring) enlarges or finishes internal holes. Apprentices must understand the sequence of steps: securing the workpiece, selecting the correct tool, setting spindle speed, positioning the tool, and applying the correct feed and depth of cut. External turning includes facing, straight turning, taper turning, and profiling. Internal turning requires careful tool selection, correct boring bar setup, and attention to chip evacuation. By mastering internal and external turning procedures, apprentices develop the ability to produce accurate diameters, smooth finishes, and components that meet engineering specifications.;;"Follow the Lesson, Explain, Demonstrate, Verify Learner understanding, Practical Skills, Reflexivity
Summary Lesson. Highlight Key Points. Explain Workbook Exercises";"Pay Attention.
Take Notes
Ask when uncertain.
Mark topic in Learner Guide. Clarify Workbook Exercises. Clarify POE Content. Study after hours.
";"PowerPoint slides.
Learner Guides.
Workbook.
Videos.
Relevant Protective Clothing.
Signs and Symbols.
Mechanical parts and Components."
90420;652302001-KM-03;Machining Theory;KM-03-KT02;10,8;108;15;Principles, techniques of machining work pieces with a centre lathe;KT0204;Thread cutting;AC 95;Explain the thread cutting such as single and multiple start threads of a centre lathe;LPN 102;Thread cutting;Thread cutting on a centre lathe involves synchronising the movement of the cutting tool with the rotation of the workpiece to produce precise screw threads. Apprentices must understand thread terminology such as pitch, lead, major diameter, minor diameter, flank angle, and thread form. The lathe’s lead screw and gearbox are used to set the correct pitch. The cutting tool must be ground to the correct profile and aligned perpendicular to the workpiece axis. Thread cutting requires multiple passes, gradually increasing depth until the final profile is achieved. Internal and external threads follow the same principles but require different tooling. Accurate thread cutting ensures compatibility with nuts, bolts, and mechanical assemblies.;;"Follow the Lesson, Explain, Demonstrate, Verify Learner understanding, Practical Skills, Reflexivity
Summary Lesson. Highlight Key Points. Explain Workbook Exercises";"Pay Attention.
Take Notes
Ask when uncertain.
Mark topic in Learner Guide. Clarify Workbook Exercises. Clarify POE Content. Study after hours.
";"PowerPoint slides.
Learner Guides.
Workbook.
Videos.
Relevant Protective Clothing.
Signs and Symbols.
Mechanical parts and Components."
90420;652302001-KM-03;Machining Theory;KM-03-KT02;10,8;108;15;Principles, techniques of machining work pieces with a centre lathe;KT0205;Taper cutting;AC 96;Explain what is internal and external Taper cutting of a centre lathe machine;LPN 103;Taper cutting;Taper cutting involves producing a gradual change in diameter along the length of a workpiece. Apprentices must understand the three main methods: compound slide method, tailstock set‑over method, and taper turning attachment. The compound slide method is used for short, precise tapers by setting the compound slide to the required angle. The tailstock set‑over method is used for long, shallow tapers by offsetting the tailstock. The taper turning attachment allows accurate taper production without disturbing tailstock alignment. Understanding taper terminology, angle calculation, and setup procedures ensures that apprentices can produce accurate Morse tapers, pipe tapers, and other tapered components used in mechanical assemblies;;"Follow the Lesson, Explain, Demonstrate, Verify Learner understanding, Practical Skills, Reflexivity
Summary Lesson. Highlight Key Points. Explain Workbook Exercises";"Pay Attention.
Take Notes
Ask when uncertain.
Mark topic in Learner Guide. Clarify Workbook Exercises. Clarify POE Content. Study after hours.
";"PowerPoint slides.
Learner Guides.
Workbook.
Videos.
Relevant Protective Clothing.
Signs and Symbols.
Mechanical parts and Components."
90420;652302001-KM-03;Machining Theory;KM-03-KT02;10,8;108;15;Principles, techniques of machining work pieces with a centre lathe;KT0206;Speeds and feeds;AC 97;Explain how the speeds and feeds of a centre lathe machine are calculated;LPN 104;Speeds and feeds;"Correct speeds and feeds are essential for efficient turning operations, tool life, and surface finish. Cutting speed refers to the rate at which the workpiece surface moves past the cutting tool, while feed rate is the distance the tool advances per revolution. Apprentices must learn to calculate spindle speed using material type, tool material, and diameter. Too high a speed causes overheating and tool wear; too low a speed results in poor chip formation and rough surfaces. Feed rate affects surface finish and cutting forces. Depth of cut determines material removal rate and must be balanced with machine rigidity and tool strength. Mastering speeds and feeds enables apprentices to optimise machining performance and produce high‑quality components.";;"Follow the Lesson, Explain, Demonstrate, Verify Learner understanding, Practical Skills, Reflexivity
Summary Lesson. Highlight Key Points. Explain Workbook Exercises";"Pay Attention.
Take Notes
Ask when uncertain.
Mark topic in Learner Guide. Clarify Workbook Exercises. Clarify POE Content. Study after hours.
";"PowerPoint slides.
Learner Guides.
Workbook.
Videos.
Relevant Protective Clothing.
Signs and Symbols.
Mechanical parts and Components."
90420;652302001-KM-03;Machining Theory;KM-03-KT02;10,8;108;15;Principles, techniques of machining work pieces with a centre lathe;KT0207;Tools and tool selection;AC 98;Explain the selection of tools during the use of a centre lathe machine and explain the arious turning operations such as centre drill, external parallel turning, drilling, internal cutting, chamfering, knurling;LPN 105;Tools and tool selection;Tool selection on a centre lathe is critical for achieving accurate dimensions, good surface finish, and efficient material removal. Apprentices must understand the different types of turning tools, including roughing tools, finishing tools, parting tools, threading tools, and boring bars. Each tool has a specific geometry consisting of rake angles, clearance angles, and nose radius, which influence chip formation and cutting forces. Tool material selection—such as high‑speed steel (HSS), carbide inserts, or ceramic tools—depends on the workpiece material, cutting speed, and required finish. Proper tool selection ensures safe operation, reduces tool wear, and improves machining productivity.;;"Follow the Lesson, Explain, Demonstrate, Verify Learner understanding, Practical Skills, Reflexivity
Summary Lesson. Highlight Key Points. Explain Workbook Exercises";"Pay Attention.
Take Notes
Ask when uncertain.
Mark topic in Learner Guide. Clarify Workbook Exercises. Clarify POE Content. Study after hours.
";"PowerPoint slides.
Learner Guides.
Workbook.
Videos.
Relevant Protective Clothing.
Signs and Symbols.
Mechanical parts and Components."
90420;652302001-KM-03;Machining Theory;KM-03-KT03;9;90;15;Principles, methods and techniques of machining work pieces with a milling machine;KT0301;Working principles of a milling machine;AC 99;Explain the working principles of a milling machine , the various milling operations such as drilling and boring, straddle, gang and form milling, T-slots and dovetails, cutting slots, keyways, key seats, gear cutting, in mechanical engineering;LPN 106;Working principles of a milling machine;A milling machine removes material by feeding a workpiece against a rotating multi‑tooth cutter. The fundamental principle is interrupted cutting, where each tooth removes a small amount of material as it passes. Key components include the spindle, table, knee, column, and feed mechanisms. Milling machines allow movement in three axes (X, Y, Z), enabling operations such as face milling, end milling, slotting, drilling, and contouring. Understanding cutter rotation, feed direction, and chip formation is essential for safe and accurate machining. Mastery of milling principles enables apprentices to produce precise components and interpret engineering drawings effectively.;;"Follow the Lesson, Explain, Demonstrate, Verify Learner understanding, Practical Skills, Reflexivity
Summary Lesson. Highlight Key Points. Explain Workbook Exercises";"Pay Attention.
Take Notes
Ask when uncertain.
Mark topic in Learner Guide. Clarify Workbook Exercises. Clarify POE Content. Study after hours.
";"PowerPoint slides.
Learner Guides.
Workbook.
Videos.
Relevant Protective Clothing.
Signs and Symbols.
Mechanical parts and Components."
90420;652302001-KM-03;Machining Theory;KM-03-KT03;9;90;15;Principles, methods and techniques of machining work pieces with a milling machine;KT0302;Terminology and components of a milling machine;AC 100;Identify and explain the components of a milling machine in mechanical emgineerig;LPN 107;Terminology and components of a milling machine;A milling machine consists of several major components that work together to ensure stability, accuracy, and versatility. The column provides structural support, while the knee carries the saddle and table. The table holds the workpiece and moves in X and Y directions. The spindle rotates the cutter, and the overarm or ram supports the arbor in horizontal mills. Additional terminology includes quill, arbor, drawbar, vise, collet, and coolant system. Understanding these terms allows apprentices to communicate effectively, follow setup instructions, and operate the machine safely and confidently.;;"Follow the Lesson, Explain, Demonstrate, Verify Learner understanding, Practical Skills, Reflexivity
Summary Lesson. Highlight Key Points. Explain Workbook Exercises";"Pay Attention.
Take Notes
Ask when uncertain.
Mark topic in Learner Guide. Clarify Workbook Exercises. Clarify POE Content. Study after hours.
";"PowerPoint slides.
Learner Guides.
Workbook.
Videos.
Relevant Protective Clothing.
Signs and Symbols.
Mechanical parts and Components."
90420;652302001-KM-03;Machining Theory;KM-03-KT03;9;90;15;Principles, methods and techniques of machining work pieces with a milling machine;KT0303;Milling machine cutting procedures including drilling and boring, straddle, gang and form milling, T-slots and dovetails, cutting slots, keyways, key seats;AC 101;Explain the cutting procedures of a Milling machine;LPN 108;Milling machine cutting procedures including drilling and boring, straddle, gang and form milling, T-slots and dovetails, cutting slots, keyways, key seats;Milling machines perform a wide range of cutting operations, each requiring specific tools, setups, and techniques. Apprentices must understand procedures for drilling, boring, face milling, straddle milling, gang milling, form milling, cutting T‑slots, dovetails, keyways, and key seats. Each operation requires correct cutter selection, secure workholding, and appropriate speeds and feeds. For example, T‑slot cutters require step‑down passes to avoid tool breakage, while keyways require precise alignment and depth control. Mastering these procedures ensures that apprentices can produce accurate, functional components used in mechanical assemblies.;;"Follow the Lesson, Explain, Demonstrate, Verify Learner understanding, Practical Skills, Reflexivity
Summary Lesson. Highlight Key Points. Explain Workbook Exercises";"Pay Attention.
Take Notes
Ask when uncertain.
Mark topic in Learner Guide. Clarify Workbook Exercises. Clarify POE Content. Study after hours.
";"PowerPoint slides.
Learner Guides.
Workbook.
Videos.
Relevant Protective Clothing.
Signs and Symbols.
Mechanical parts and Components."
90420;652302001-KM-03;Machining Theory;KM-03-KT03;9;90;15;Principles, methods and techniques of machining work pieces with a milling machine;KT0304;Speeds and feeds;AC 102;Explain how the speeds and feeds of a milling machine are calculated  ;LPN 109;Speeds and feeds;"Correct speeds and feeds are essential for efficient milling operations. Cutting speed depends on cutter material, workpiece material, and cutter diameter. Feed rate is determined by the number of cutter teeth, chip load, and spindle speed. Too high a speed causes overheating and rapid tool wear; too low a speed results in poor chip formation and excessive cutting forces. Proper feed selection ensures good surface finish and prevents chatter. Apprentices must learn to calculate spindle speed and feed rate using standard formulas and manufacturer charts. Mastery of speeds and feeds improves tool life, machining accuracy, and productivity.";;"Follow the Lesson, Explain, Demonstrate, Verify Learner understanding, Practical Skills, Reflexivity
Summary Lesson. Highlight Key Points. Explain Workbook Exercises";"Pay Attention.
Take Notes
Ask when uncertain.
Mark topic in Learner Guide. Clarify Workbook Exercises. Clarify POE Content. Study after hours.
";"PowerPoint slides.
Learner Guides.
Workbook.
Videos.
Relevant Protective Clothing.
Signs and Symbols.
Mechanical parts and Components."
90420;652302001-KM-03;Machining Theory;KM-03-KT03;9;90;15;Principles, methods and techniques of machining work pieces with a milling machine;KT0305;Tool selection;AC 103;Explain how tools are identified and selected according to the application of the milling machine;LPN 110;Tool selection;Tool selection in milling is essential for achieving accurate cuts, good surface finish, and efficient material removal. Apprentices must understand the characteristics of different milling cutters, including end mills, slot drills, face mills, side‑and‑face cutters, form cutters, and T‑slot cutters. Cutter material—such as HSS, carbide, or coated carbide—must be matched to the workpiece material and cutting conditions. Factors influencing tool selection include cutter diameter, number of flutes, helix angle, and required surface finish. Proper tool selection reduces vibration, prevents tool breakage, and ensures consistent machining quality.;;"Follow the Lesson, Explain, Demonstrate, Verify Learner understanding, Practical Skills, Reflexivity
Summary Lesson. Highlight Key Points. Explain Workbook Exercises";"Pay Attention.
Take Notes
Ask when uncertain.
Mark topic in Learner Guide. Clarify Workbook Exercises. Clarify POE Content. Study after hours.
";"PowerPoint slides.
Learner Guides.
Workbook.
Videos.
Relevant Protective Clothing.
Signs and Symbols.
Mechanical parts and Components."
90420;652302001-KM-03;Machining Theory;KM-03-KT03;9;90;15;Principles, methods and techniques of machining work pieces with a milling machine;KT0306;Indexing (dividing head and differential);AC 104;Explain the Indexing and indexing calculations of a Milling machine;LPN 111;Indexing (dividing head and differential);Indexing is the process of dividing a workpiece into equal angular divisions using a dividing head or indexing attachment. Apprentices must understand simple indexing, compound indexing, and differential indexing. A dividing head uses index plates with hole circles to rotate the workpiece by precise angles, enabling operations such as gear cutting, spline cutting, fluting, and machining hexagons. Differential indexing allows divisions not possible with standard hole circles by combining spindle rotation with worm‑gear movement. Mastery of indexing ensures accurate angular spacing and is essential for producing gears, slots, and complex profiles.;;"Follow the Lesson, Explain, Demonstrate, Verify Learner understanding, Practical Skills, Reflexivity
Summary Lesson. Highlight Key Points. Explain Workbook Exercises";"Pay Attention.
Take Notes
Ask when uncertain.
Mark topic in Learner Guide. Clarify Workbook Exercises. Clarify POE Content. Study after hours.
";"PowerPoint slides.
Learner Guides.
Workbook.
Videos.
Relevant Protective Clothing.
Signs and Symbols.
Mechanical parts and Components."
90420;652302001-KM-03;Machining Theory;KM-03-KT04;3,6;36;6;Types and working principles of pedestal grinding machine;KT0401;Working principles of a pedestal-grinding machine;AC 105;Explain the working principles of a pedestal grinding machine;LPN 112;Working principles of a pedestal-grinding machine;A pedestal grinder operates on the principle of abrasive cutting, where a rotating grinding wheel removes material from a workpiece through friction. Apprentices must understand that grinding produces fine finishes, sharp edges, and precise shapes. The machine consists of a motor, spindle, grinding wheels, tool rests, and guards. Grinding wheels rotate at high speeds, and material is removed by pressing the workpiece lightly against the wheel. Safety is critical: operators must maintain correct tool‑rest clearance, avoid side pressure, and ensure guards are in place. Understanding the working principles ensures safe and effective grinding operations.;;"Follow the Lesson, Explain, Demonstrate, Verify Learner understanding, Practical Skills, Reflexivity
Summary Lesson. Highlight Key Points. Explain Workbook Exercises";"Pay Attention.
Take Notes
Ask when uncertain.
Mark topic in Learner Guide. Clarify Workbook Exercises. Clarify POE Content. Study after hours.
";"PowerPoint slides.
Learner Guides.
Workbook.
Videos.
Relevant Protective Clothing.
Signs and Symbols.
Mechanical parts and Components."
90420;652302001-KM-03;Machining Theory;KM-03-KT04;3,6;36;6;Types and working principles of pedestal grinding machine;KT0402;Grinding machine types, parts and attachments;AC 106;Identify and explain the types, parts and attachments of a pedestal grinding machine in mechanical engineering;LPN 113;Grinding machine types, parts and attachments;Grinding machines come in various types, including pedestal grinders, surface grinders, cylindrical grinders, tool‑and‑cutter grinders, and bench grinders. Each machine has specific components such as the bed, table, saddle, wheel head, spindle, and coolant system. Attachments include magnetic chucks, angle plates, centres, steady rests, and dressing tools. Apprentices must understand the purpose of each machine type and attachment to select the correct setup for precision grinding tasks. Knowledge of machine components ensures accurate alignment, safe operation, and high‑quality surface finishes.;;"Follow the Lesson, Explain, Demonstrate, Verify Learner understanding, Practical Skills, Reflexivity
Summary Lesson. Highlight Key Points. Explain Workbook Exercises";"Pay Attention.
Take Notes
Ask when uncertain.
Mark topic in Learner Guide. Clarify Workbook Exercises. Clarify POE Content. Study after hours.
";"PowerPoint slides.
Learner Guides.
Workbook.
Videos.
Relevant Protective Clothing.
Signs and Symbols.
Mechanical parts and Components."
90420;652302001-KM-03;Machining Theory;KM-03-KT04;3,6;36;6;Types and working principles of pedestal grinding machine;KT0403;Terminology and components;AC 107;Explain what are the components of a pedestal grinding machine;LPN 114;Terminology and components;Grinding terminology includes concepts such as abrasive grains, bond types, grit size, grade, structure, and wheel markings. Components of grinding machines include the wheel guard, worktable, cross‑feed mechanism, longitudinal feed, spindle, and coolant delivery system. Apprentices must understand terms such as plunge grinding, traverse grinding, spark‑out, dressing, and truing. Familiarity with terminology and components enables apprentices to interpret instructions, set up machines correctly, and perform grinding operations safely and accurately.;;"Follow the Lesson, Explain, Demonstrate, Verify Learner understanding, Practical Skills, Reflexivity
Summary Lesson. Highlight Key Points. Explain Workbook Exercises";"Pay Attention.
Take Notes
Ask when uncertain.
Mark topic in Learner Guide. Clarify Workbook Exercises. Clarify POE Content. Study after hours.
";"PowerPoint slides.
Learner Guides.
Workbook.
Videos.
Relevant Protective Clothing.
Signs and Symbols.
Mechanical parts and Components."
90420;652302001-KM-03;Machining Theory;KM-03-KT04;3,6;36;6;Types and working principles of pedestal grinding machine;KT0404;Wheel selection;AC 108;Explain Wheel selection of a pedestal grinding machine according to purpose;LPN 115;Wheel selection;"Selecting the correct grinding wheel is essential for achieving accurate dimensions, good surface finish, and safe grinding operations. Apprentices must understand that grinding wheels are engineered products made from abrasive grains bonded together in specific structures. Wheel selection depends on several factors: the workpiece material, the type of grinding operation, the required surface finish, and the machine’s capabilities. Harder materials such as hardened steel require softer wheels that expose fresh abrasive grains quickly, while softer materials require harder wheels to prevent rapid wear.

Grinding wheels are classified by abrasive type (aluminium oxide, silicon carbide, cubic boron nitride), grit size, grade, structure, and bond type. Each of these characteristics influences cutting action, heat generation, and wheel durability. Apprentices must also consider wheel speed ratings and ensure compatibility with machine spindle speeds. Proper wheel selection reduces burning, chatter, glazing, and excessive wear, ensuring efficient material removal and high‑quality finishes.";;"Follow the Lesson, Explain, Demonstrate, Verify Learner understanding, Practical Skills, Reflexivity
Summary Lesson. Highlight Key Points. Explain Workbook Exercises";"Pay Attention.
Take Notes
Ask when uncertain.
Mark topic in Learner Guide. Clarify Workbook Exercises. Clarify POE Content. Study after hours.
";"PowerPoint slides.
Learner Guides.
Workbook.
Videos.
Relevant Protective Clothing.
Signs and Symbols.
Mechanical parts and Components."
90420;652302001-KM-03;Machining Theory;KM-03-KT04;3,6;36;6;Types and working principles of pedestal grinding machine;KT0405;Balancing, mounting and dressing;AC 109;Explain the balancing, mounting and dressing procedures of pedestal grinding machine;LPN 116;Balancing, mounting and dressing;"Balancing, mounting, and dressing are critical steps that ensure grinding wheels operate safely and produce accurate results. Balancing involves correcting uneven mass distribution in the wheel to prevent vibration, which can damage the machine, reduce accuracy, and pose safety risks. Wheels must be balanced before mounting, especially on high‑speed machines.

Mounting requires careful inspection of the wheel for cracks, chips, or defects. Apprentices must perform a ring test on vitrified wheels to check for structural integrity. The wheel must be mounted using clean flanges, blotters, and the correct torque to avoid distortion. Guards must always be in place before operation.

Dressing restores the wheel’s cutting ability by removing loaded material, exposing fresh abrasive grains, and correcting wheel geometry. Dressing tools include diamond dressers, star dressers, and rotary dressers. Proper dressing ensures consistent cutting action, accurate dimensions, and improved surface finish. Mastery of these procedures is essential for safe and precise grinding operations.";;"Follow the Lesson, Explain, Demonstrate, Verify Learner understanding, Practical Skills, Reflexivity
Summary Lesson. Highlight Key Points. Explain Workbook Exercises";"Pay Attention.
Take Notes
Ask when uncertain.
Mark topic in Learner Guide. Clarify Workbook Exercises. Clarify POE Content. Study after hours.
";"PowerPoint slides.
Learner Guides.
Workbook.
Videos.
Relevant Protective Clothing.
Signs and Symbols.
Mechanical parts and Components."
90420;652302001-KM-03;Machining Theory;KM-03-KT05;9;90;15;Principles, methods and techniques of machining work pieces with surface and cylindrical grinding machines;KT0501;Working principles of surface and cylindrical grinding machines;AC 110;Explain the working principles of surface and cylindrical grinding in mechanical engineering;LPN 117;Working principles of surface and cylindrical grinding machines;"Surface and cylindrical grinding machines operate on the principle of abrasive cutting, where a rotating grinding wheel removes material in very small increments. Surface grinders use a horizontal or vertical spindle to produce flat surfaces with high precision. The workpiece is secured on a magnetic chuck or clamped to the table, which moves longitudinally and transversely under the rotating wheel. This produces extremely accurate flatness and surface finish.

Cylindrical grinders are used to machine external or internal cylindrical surfaces. The workpiece rotates while the grinding wheel traverses across it, allowing for precise control of diameter, roundness, and surface finish. These machines rely on accurate alignment between the wheel head, work head, and tailstock.

Both machine types require careful control of wheel speed, feed rate, coolant flow, and dressing frequency. Apprentices must understand how heat affects material properties and how grinding parameters influence accuracy. Mastering these principles enables the production of precision components used in shafts, bearings, and high‑tolerance assemblies.";;"Follow the Lesson, Explain, Demonstrate, Verify Learner understanding, Practical Skills, Reflexivity
Summary Lesson. Highlight Key Points. Explain Workbook Exercises";"Pay Attention.
Take Notes
Ask when uncertain.
Mark topic in Learner Guide. Clarify Workbook Exercises. Clarify POE Content. Study after hours.
";"PowerPoint slides.
Learner Guides.
Workbook.
Videos.
Relevant Protective Clothing.
Signs and Symbols.
Mechanical parts and Components."
